Timestamp,Time,Latitude,Longitude,Altitude,Horizontal_Accuracy,Vertical_Accuracy
1764073750175320990,2025-11-25 17:59:10.173,23.535338667,87.299703333,84.20,0.009,0.050
1764073751153253026,2025-11-25 17:59:11.151,23.535338167,87.299693000,84.20,0.009,0.050
1764073752175264433,2025-11-25 17:59:12.172,23.535337667,87.299682667,84.20,0.009,0.050
1764073753174190747,2025-11-25 17:59:13.172,23.535337333,87.299672333,84.20,0.009,0.050
1764073754175811524,2025-11-25 17:59:14.173,23.535337167,87.299662167,84.20,0.009,0.050
1764073755153313413,2025-11-25 17:59:15.151,23.535337000,87.299652000,84.20,0.009,0.050
1764073756172790319,2025-11-25 17:59:16.171,23.535336500,87.299641500,84.30,0.009,0.050
1764073757152974337,2025-11-25 17:59:17.151,23.535335667,87.299631000,84.20,0.009,0.050
1764073758173817207,2025-11-25 17:59:18.171,23.535334667,87.299620167,84.20,0.009,0.050
1764073759154888281,2025-11-25 17:59:19.153,23.535333667,87.299609500,84.20,0.009,0.050
1764073760174126595,2025-11-25 17:59:20.172,23.535332500,87.299598667,84.30,0.009,0.050
1764073761153171613,2025-11-25 17:59:21.152,23.535331167,87.299588000,84.30,0.009,0.050
1764073762174722075,2025-11-25 17:59:22.173,23.535330000,87.299577500,84.30,0.009,0.050
1764073763152562000,2025-11-25 17:59:23.151,23.535328833,87.299567000,84.30,0.009,0.050
1764073764175180278,2025-11-25 17:59:24.173,23.535328167,87.299556667,84.30,0.009,0.050
1764073765154238407,2025-11-25 17:59:25.152,23.535327333,87.299546333,84.30,0.009,0.050
1764073766154808517,2025-11-25 17:59:26.153,23.535326833,87.299536167,84.30,0.009,0.050
1764073767153998017,2025-11-25 17:59:27.152,23.535326333,87.299525833,84.40,0.009,0.050
1764073768174161849,2025-11-25 17:59:28.173,23.535326000,87.299515333,84.40,0.009,0.050
1764073769154241589,2025-11-25 17:59:29.152,23.535325333,87.299504833,84.40,0.009,0.050
1764073770175061718,2025-11-25 17:59:30.174,23.535324667,87.299494167,84.40,0.009,0.050
1764073771173432755,2025-11-25 17:59:31.172,23.535323833,87.299483500,84.50,0.009,0.050
1764073772174267791,2025-11-25 17:59:32.173,23.535323000,87.299472833,84.50,0.009,0.050
1764073773153890106,2025-11-25 17:59:33.152,23.535322333,87.299462167,84.50,0.009,0.050
1764073774175001938,2025-11-25 17:59:34.173,23.535321333,87.299451667,84.50,0.009,0.050
1764073775154077345,2025-11-25 17:59:35.152,23.535320500,87.299441167,84.50,0.009,0.050
1764073776174976585,2025-11-25 17:59:36.173,23.535319667,87.299430667,84.50,0.009,0.050
1764073777174833918,2025-11-25 17:59:37.173,23.535318833,87.299420333,84.50,0.009,0.050
1764073778174964232,2025-11-25 17:59:38.173,23.535318333,87.299409833,84.60,0.009,0.050
1764073779153365083,2025-11-25 17:59:39.152,23.535317667,87.299399333,84.60,0.009,0.050
1764073780174992916,2025-11-25 17:59:40.173,23.535317167,87.299388833,84.60,0.009,0.050
1764073781154507193,2025-11-25 17:59:41.152,23.535316500,87.299378167,84.60,0.009,0.050
1764073782173387730,2025-11-25 17:59:42.172,23.535315833,87.299368667,84.60,0.009,0.050
1764073783174234729,2025-11-25 17:59:43.173,23.535315667,87.299364667,84.60,0.009,0.050
1764073784174390414,2025-11-25 17:59:44.173,23.535315833,87.299363000,84.50,0.009,0.050
1764073785175231672,2025-11-25 17:59:45.173,23.535316167,87.299361833,84.50,0.009,0.050
1764073786172824913,2025-11-25 17:59:46.171,23.535316667,87.299360667,84.50,0.009,0.050
1764073787152510986,2025-11-25 17:59:47.151,23.535317167,87.299359500,84.50,0.009,0.050
1764073788175168115,2025-11-25 17:59:48.174,23.535317667,87.299358167,84.60,0.009,0.050
1764073789152660244,2025-11-25 17:59:49.151,23.535318000,87.299356333,84.60,0.009,0.050
1764073790174243206,2025-11-25 17:59:50.172,23.535318167,87.299354667,84.60,0.009,0.050
1764073791155108873,2025-11-25 17:59:51.152,23.535318333,87.299353667,84.60,0.009,0.050
1764073792174724631,2025-11-25 17:59:52.173,23.535317833,87.299358667,84.60,0.009,0.050
1764073793153634797,2025-11-25 17:59:53.152,23.535317500,87.299367333,84.60,0.009,0.050
