Timestamp,Time,Roll,Pitch,Yaw,Velocity_Increment_X,Velocity_Increment_Y,Velocity_Increment_Z,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z,Pressure
1764074529189142599,2025-11-25 18:12:09.183,0.646168,0.769021,3.793012,0.013364,0.010850,0.979678,0.094505,0.209309,9.790889,-0.003049,-0.004119,-0.005242,0.825094,0.465184,-1.210360,100332.0000
1764074529281372192,2025-11-25 18:12:09.277,0.641039,0.784040,3.826426,0.014171,0.009781,0.979495,0.169689,-0.006167,9.812661,-0.001743,0.000570,-0.003092,0.823169,0.467533,-1.211812,100336.0000
1764074529414868229,2025-11-25 18:12:09.392,0.642391,0.792757,3.859238,0.014635,0.009699,0.978962,0.136735,0.132717,9.776809,-0.000558,-0.000542,-0.001577,0.822670,0.463242,-1.211257,100334.0000
1764074529496450155,2025-11-25 18:12:09.476,0.644855,0.791312,3.893307,0.014841,0.010134,0.978260,0.141245,0.152583,9.799624,0.002161,0.002144,-0.007046,0.825569,0.467056,-1.212321,100332.0000
1764074529589924692,2025-11-25 18:12:09.584,0.646656,0.779582,3.925997,0.014825,0.009364,0.977785,0.162950,0.009405,9.760019,-0.000128,0.000130,-0.000370,0.823168,0.466588,-1.211316,100332.0000
1764074529686477377,2025-11-25 18:12:09.683,0.648612,0.766442,3.960020,0.013515,0.010310,0.977832,0.102337,0.215183,9.745500,0.004207,0.000410,0.003836,0.823184,0.466629,-1.209390,100325.0000
1764074529786417951,2025-11-25 18:12:09.783,0.648301,0.758243,3.995045,0.012896,0.009704,0.978331,0.139467,0.048062,9.819502,0.003509,-0.001709,-0.007755,0.822195,0.467498,-1.213241,100336.0000
1764074529887499784,2025-11-25 18:12:09.883,0.651534,0.761631,4.026666,0.012816,0.009613,0.978958,0.125923,0.070693,9.769444,-0.001397,-0.002022,-0.002098,0.823649,0.465645,-1.210827,100344.0000
1764074529986545543,2025-11-25 18:12:09.983,0.655941,0.771951,4.060214,0.013234,0.010208,0.979356,0.096795,0.170858,9.777557,0.002647,-0.000535,-0.006640,0.824139,0.467558,-1.210863,100324.0000
1764074530085416673,2025-11-25 18:12:10.082,0.654908,0.784388,4.092404,0.014108,0.009663,0.979438,0.174857,0.001095,9.807226,-0.001511,0.001473,-0.003852,0.824121,0.466094,-1.212285,100336.0000
1764074530195330784,2025-11-25 18:12:10.192,0.657175,0.787562,4.124075,0.014721,0.010310,0.978926,0.138150,0.169496,9.776339,0.003968,-0.001782,-0.000739,0.822691,0.468009,-1.211812,100334.0000
1764074530287090969,2025-11-25 18:12:10.283,0.658156,0.788106,4.158525,0.014889,0.009868,0.978675,0.174682,0.072068,9.815521,-0.001497,0.000720,-0.007954,0.821730,0.467537,-1.211309,100340.0000
1764074530385837043,2025-11-25 18:12:10.383,0.661125,0.783396,4.194644,0.014140,0.009983,0.978267,0.142254,0.086230,9.769442,0.002987,0.003855,-0.001775,0.822691,0.468954,-1.212308,100331.0000
1764074530486301080,2025-11-25 18:12:10.483,0.657446,0.778540,4.230237,0.013456,0.010762,0.978405,0.122400,0.181354,9.798100,-0.000844,-0.001175,-0.007448,0.821249,0.467535,-1.211302,100332.0000
1764074530587152543,2025-11-25 18:12:10.582,0.655855,0.780739,4.266531,0.013488,0.009708,0.978533,0.169789,-0.037511,9.792802,-0.000930,0.001957,-0.000514,0.823663,0.468511,-1.210871,100331.0000
1764074530686214710,2025-11-25 18:12:10.683,0.652735,0.786440,4.298382,0.013596,0.010433,0.978273,0.112892,0.200689,9.769606,0.004903,-0.000584,-0.003811,0.821264,0.469933,-1.210857,100326.0000
1764074530787129191,2025-11-25 18:12:10.783,0.653086,0.787245,4.333285,0.014139,0.009370,0.978626,0.159072,0.036889,9.809853,0.002340,-0.000773,-0.007954,0.822704,0.467572,-1.209879,100335.0000
1764074530886894395,2025-11-25 18:12:10.883,0.658731,0.788315,4.359505,0.013964,0.009544,0.979068,0.115443,0.144722,9.765447,0.004676,0.000013,0.000701,0.823192,0.471365,-1.211389,100332.0000
1764074530986604969,2025-11-25 18:12:10.983,0.666797,0.783776,4.392958,0.014353,0.009847,0.979048,0.135096,0.104395,9.804637,0.002296,-0.001481,-0.007131,0.823213,0.473306,-1.209974,100326.0000
1764074531085460709,2025-11-25 18:12:11.082,0.674331,0.782936,4.427349,0.013888,0.009970,0.979218,0.132359,0.058107,9.777274,0.000539,0.001904,-0.003414,0.819829,0.469947,-1.209873,100330.0000
1764074531186707469,2025-11-25 18:12:11.183,0.680204,0.785144,4.459846,0.013324,0.011183,0.978874,0.140902,0.192365,9.805153,0.001371,-0.002098,-0.005620,0.819835,0.472793,-1.210880,100340.0000
1764074531286450913,2025-11-25 18:12:11.283,0.676710,0.791679,4.495013,0.013718,0.010902,0.978590,0.165135,0.007363,9.793870,-0.002547,-0.000922,-0.004181,0.820288,0.469421,-1.212280,100334.0000
1764074531386098302,2025-11-25 18:12:11.383,0.663176,0.799609,4.532493,0.013722,0.010959,0.978476,0.096164,0.205683,9.773647,-0.001849,-0.002416,-0.001486,0.821263,0.468043,-1.209865,100332.0000
1764074531492613598,2025-11-25 18:12:11.483,0.650843,0.804910,4.564902,0.014358,0.009813,0.978289,0.179298,0.029724,9.793090,-0.003112,0.003023,-0.005603,0.820298,0.473689,-1.213790,100335.0000
1764074531586426191,2025-11-25 18:12:11.583,0.648437,0.801830,4.592712,0.014307,0.009368,0.978624,0.105731,0.155658,9.762566,0.008135,-0.001233,-0.000517,0.820774,0.470378,-1.212301,100334.0000
1764074531686724227,2025-11-25 18:12:11.683,0.650732,0.798246,4.625087,0.014635,0.009006,0.978866,0.157523,0.069726,9.815169,-0.001337,0.001445,-0.006978,0.819838,0.471858,-1.209902,100333.0000
1764074531785890709,2025-11-25 18:12:11.783,0.660832,0.784615,4.654765,0.014053,0.009335,0.978967,0.130797,0.082226,9.759894,0.003195,0.001702,-0.000903,0.818866,0.473714,-1.212324,100334.0000
1764074531886775413,2025-11-25 18:12:11.883,0.671745,0.779611,4.687017,0.013866,0.010341,0.978742,0.144316,0.158417,9.799222,-0.000759,-0.000576,-0.010176,0.819330,0.471784,-1.213265,100332.0000
1764074531986169227,2025-11-25 18:12:11.983,0.681498,0.777403,4.719952,0.013170,0.010365,0.978856,0.124643,0.042992,9.773936,0.003276,0.003940,0.002481,0.821275,0.472789,-1.211382,100336.0000
